Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,RPE
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Romanian Deadlift (Barbell)",3,135.0,12.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Press (Machine)",1,180.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Press (Machine)",2,180.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Press (Machine)",3,180.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Curl (Machine)",1,50.0,12.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Curl (Machine)",2,60.0,12.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Seated Leg Curl (Machine)",3,60.0,12.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Leg Extension (Machine)",1,80.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Leg Extension (Machine)",2,80.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Leg Extension (Machine)",3,80.0,10.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Standing Calf Raise (Machine)",1,60.0,8.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Standing Calf Raise (Machine)",2,60.0,8.0,0,0.0,
2024-02-09 21:22:45,"Evening Workout",1h 16m,"Standing Calf Raise (Machine)",3,60.0,10.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Seated Overhead Press (Dumbbell)",1,35.0,10.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Seated Overhead Press (Dumbbell)",2,35.0,10.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Seated Overhead Press (Dumbbell)",3,35.0,10.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Machine Bench Press (maple)",1,50.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Machine Bench Press (maple)",2,70.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Machine Bench Press (maple)",3,90.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Machine Bench Press (maple)",4,90.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Parallel Tricep Extension (straight bar)",1,40.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Parallel Tricep Extension (straight bar)",2,40.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Parallel Tricep Extension (straight bar)",3,40.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Parallel Tricep Extension (straight bar)",4,40.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Tricep Push down (actual straight bar)",1,40.0,20.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Tricep Push down (actual straight bar)",2,40.0,20.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Tricep Push down (actual straight bar)",3,50.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Tricep Push down (actual straight bar)",4,50.0,12.0,0,0.0,
2024-02-13 19:10:32,"Evening Workout",40m,"Tricep Push down (actual straight bar)",5,50.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",1,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",2,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",3,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",4,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",5,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",6,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Pull Up",7,0.0,3.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",1,22.5,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",2,27.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",3,27.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",4,27.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",5,27.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Cable Row (single arm Maple)",6,27.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",1,25.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",2,25.0,10.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",3,25.0,8.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",4,20.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",5,20.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Hammer Curl (Dumbbell)",6,20.0,10.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",1,10.0,12.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",2,10.0,16.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",3,10.0,16.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",4,10.0,16.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",5,10.0,16.0,0,0.0,
2024-02-15 19:43:24,"Evening Workout",56m,"Bicep Curl (Dumbbell)",6,10.0,16.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Bench Press (Barbell)",1,200.0,5.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Bench Press (Barbell)",2,200.0,5.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Bench Press (Barbell)",3,200.0,4.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Dip",1,50.0,6.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Dip",2,50.0,6.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Dip",3,50.0,5.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Press That Moves ",1,145.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Press That Moves ",2,165.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Chest Press That Moves ",3,165.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",1,55.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",2,60.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",3,55.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Pushdown (Cable - Straight Bar)",4,50.0,8.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Extension (Barbell)",1,30.0,10.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Extension (Barbell)",2,30.0,10.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Extension (Barbell)",3,30.0,10.0,0,0.0,
2024-02-20 19:02:18,"Evening Workout",1h 9m,"Triceps Extension (Barbell)",4,30.0,10.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Pull Up",1,0.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Pull Up",2,0.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Pull Up",3,0.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Pull Up",4,0.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Bent Over Row (Barbell)",1,135.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Iso Lateral DY Row",1,45.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Iso Lateral DY Row",2,60.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Iso Lateral DY Row",3,60.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Iso Lateral DY Row",4,60.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Seated Row (Cable)",1,125.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Seated Row (Cable)",2,125.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Seated Row (Cable)",3,120.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",1,35.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",2,35.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",3,35.0,6.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"Hammer Curl (Dumbbell)",4,35.0,5.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"EZ Barbell Curl",1,50.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"EZ Barbell Curl",2,50.0,8.0,0,0.0,
2024-02-21 18:32:05,"Evening Workout",1h 8m,"EZ Barbell Curl",3,50.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Squat (Barbell)",1,205.0,5.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Squat (Barbell)",2,205.0,5.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Squat (Barbell)",3,205.0,5.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Glute Ham Raise",1,25.0,10.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Glute Ham Raise",2,45.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Glute Ham Raise",3,45.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Glute Ham Raise",4,45.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Press (Machine)",1,200.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Press (Machine)",2,220.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Press (Machine)",3,220.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Press (Machine)",4,220.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Curl (Machine)",1,100.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Curl (Machine)",2,120.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Curl (Machine)",3,120.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Seated Leg Curl (Machine)",4,120.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Leg Extension That Moves",1,105.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Leg Extension That Moves",2,105.0,8.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Leg Extension That Moves",3,85.0,10.0,0,0.0,
2024-02-22 19:05:49,"Evening Workout",1h 2m,"Leg Extension That Moves",4,85.0,10.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Overhead Press (Barbell)",1,80.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Overhead Press (Barbell)",2,80.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Overhead Press (Barbell)",3,80.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Overhead Press (Barbell)",4,80.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Chest Dip",1,40.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Chest Dip",2,40.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Chest Dip",3,40.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Iso Lateral Bench Press (golds)",1,55.0,10.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Iso Lateral Bench Press (golds)",2,55.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Iso Lateral Bench Press (golds)",3,55.0,5.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Iso Lateral Bench Press (golds)",4,55.0,6.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",2,50.0,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,8.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Pushdown (Cable - Straight Bar)",4,42.5,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Extension (Barbell)",1,40.0,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Extension (Barbell)",2,40.0,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Extension (Barbell)",3,40.0,12.0,0,0.0,
2024-02-25 19:25:21,"Evening Workout",1h 4m,"Triceps Extension (Barbell)",4,40.0,14.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Iso Lateral High Row (golds)",1,70.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Iso Lateral High Row (golds)",2,90.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Iso Lateral High Row (golds)",3,90.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Iso Lateral High Row (golds)",4,90.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Bent Over Row (Barbell)",1,135.0,10.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Bent Over Row (Barbell)",2,135.0,10.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Bent Over Row (Barbell)",3,135.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Bent Over Row (Barbell)",4,135.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Lat Pulldown (T Bar Extension)",1,75.0,12.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Lat Pulldown (T Bar Extension)",2,75.0,12.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Lat Pulldown (T Bar Extension)",3,75.0,12.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Lat Pulldown (T Bar Extension)",4,75.0,12.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Hammer Curl (Dumbbell)",1,30.0,10.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Hammer Curl (Dumbbell)",2,30.0,10.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Hammer Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"Hammer Curl (Dumbbell)",4,30.0,8.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"EZ Barbell Curl",1,30.0,15.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"EZ Barbell Curl",2,30.0,15.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"EZ Barbell Curl",3,30.0,16.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"EZ Barbell Curl",4,30.0,16.0,0,0.0,
2024-02-26 18:41:09,"Evening Workout",1h 3m,"EZ Barbell Curl",5,30.0,16.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Overhead Press (Barbell)",1,105.0,5.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Overhead Press (Barbell)",2,110.0,5.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Overhead Press (Barbell)",3,110.0,5.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Chest Dip",1,55.0,6.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Chest Dip",2,55.0,6.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Chest Dip",3,55.0,6.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Iso Lateral Incline Press (golds)",1,70.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Iso Lateral Incline Press (golds)",2,8.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Iso Lateral Incline Press (golds)",3,80.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",1,65.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",2,65.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",3,57.5,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",4,57.5,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",1,60.0,10.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",2,60.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",3,60.0,8.0,0,0.0,
2024-02-28 18:27:34,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",4,60.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Pull Up",1,0.0,6.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Pull Up",2,0.0,6.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Pull Up",3,0.0,5.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Pull Up",4,0.0,5.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Seated Row (Cable)",1,148.0,6.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Seated Row (Cable)",2,165.0,6.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Seated Row (Cable)",3,148.0,6.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Lat Pulldown (T Bar Extension)",1,110.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Lat Pulldown (T Bar Extension)",2,115.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Lat Pulldown (T Bar Extension)",3,115.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Hammer Curl (Dumbbell)",1,35.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Hammer Curl (Dumbbell)",2,35.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Hammer Curl (Dumbbell)",3,35.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Hammer Curl (Dumbbell)",4,30.0,9.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Bicep Curl (Barbell)",1,60.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Bicep Curl (Barbell)",2,60.0,8.0,0,0.0,
2024-02-29 17:17:00,"Evening Workout",1h,"Bicep Curl (Barbell)",3,60.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Overhead Press (Barbell)",1,85.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Overhead Press (Barbell)",2,85.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Overhead Press (Barbell)",3,85.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Overhead Press (Barbell)",4,85.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Dip",1,45.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Dip",2,45.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Dip",3,45.0,7.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Press (Machine)",1,130.0,10.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Press (Machine)",2,130.0,10.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Press (Machine)",3,130.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Chest Press (Machine)",4,110.0,8.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",1,55.0,12.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",2,55.0,12.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",3,55.0,11.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Pushdown (Cable - Straight Bar)",4,55.0,10.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",1,40.0,12.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",2,40.0,12.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",3,40.0,12.0,0,0.0,
2024-03-04 18:22:14,"Evening Workout",1h 5m,"Triceps Extension (Barbell)",4,40.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Bent Over Row (Barbell)",1,145.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Bent Over Row (Barbell)",2,145.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Bent Over Row (Barbell)",3,145.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Bent Over Row (Barbell)",4,145.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral DY Row",1,65.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral DY Row",2,65.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral DY Row",3,65.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral DY Row",4,65.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral High Row (golds)",1,55.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral High Row (golds)",2,55.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral High Row (golds)",3,55.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Iso Lateral High Row (golds)",4,55.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Hammer Curl (Dumbbell)",1,30.0,12.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Hammer Curl (Dumbbell)",2,30.0,11.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Hammer Curl (Dumbbell)",3,30.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Hammer Curl (Dumbbell)",4,25.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Incline Curl (Dumbbell)",1,25.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Incline Curl (Dumbbell)",2,25.0,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Incline Curl (Dumbbell)",3,17.5,8.0,0,0.0,
2024-03-05 18:48:09,"Evening Workout",1h 6m,"Incline Curl (Dumbbell)",4,17.5,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Squat (Barbell)",1,175.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Squat (Barbell)",2,175.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Squat (Barbell)",3,175.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Romanian Deadlift (Barbell)",1,165.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Romanian Deadlift (Barbell)",2,165.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Romanian Deadlift (Barbell)",3,165.0,8.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Seated Leg Press (Machine)",1,200.0,12.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Seated Leg Press (Machine)",2,200.0,12.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Seated Leg Press (Machine)",3,200.0,12.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Seated Leg Press (Machine)",4,200.0,12.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Leg Extension (Machine)",1,80.0,10.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Leg Extension (Machine)",2,60.0,12.0,0,0.0,
2024-03-06 17:14:22,"Afternoon Workout",1h 5m,"Leg Extension (Machine)",3,60.0,12.0,0,0.0,
2024-03-10 17:07:38,"Afternoon Workout",1h 7m,"Overhead Press (Barbell)",1,115.0,5.0,0,0.0,
2024-03-10 17:07:38,"Afternoon Workout",1h 7m,"Overhead Press (Barbell)",2,115.0,5.0,0,0.0,
2024-03-10 17:07:38,"Afternoon Workout",1h 7m,"Overhead Press (Barbell)",3,115.0,5.0,0,0.0,
2024-03-10 17:07:38,"Afternoon Workout",1h 7m,"Chest Dip",1,60.0,6.0,0,0.0,
2024-03-10 17:07:38,"Afternoon Workout",1h 7m,"Chest Dip",2,60.0,6.0,0,0.0,
